Regional Council,Registry,Locality,Date of Constitution,Email,Address,Postal Code,Phone,Fax,Mobile Phone,Name
Lisboa,26/11,LISBOA,08-04-2011,sofiavalentim.associados@gmail.com,"Av. de Paris, 4 - 2º dt.",1000-228 LISBOA,218405496,218463111,,"SOFIA VALENTIM & ASSOCIADOS - SOCIEDADE DE ADVOGADOS SP, RL"
Lisboa,47/19,LISBOA,26-11-2019,miguel.ferro@sousaferro.pt,"Rua São Filipe Nery, n.º 11",1250-255 LISBOA,211308960,,912007281,"SOUSA FERRO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,38/91,LISBOA,13-12-1991,mail@smfcnet.com,"Rua Braamcamp, nº 40 - 9º E - Edf Heron Castilho",1250-050 LISBOA,210924800,213854815,,"SOUSA MACHADO, FERREIRA DA COSTA & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,22/01,LISBOA,12-06-2001,geral@smca.pt,"Av Conselheiro Fernando de Sousa, 19 - 17º dto",1070-072 LISBOA,213827840,213827845,,"SOUSA PINTO, MORAIS CARDOSO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,2/06,LISBOA,03-01-2006,eduardomansilha-15969l@advogados.oa.pt,"Av. Duque de Loulé, 5 - 4º.  C",1050-085 LISBOA,210163559,213527052,,"SOUSA, JESUS & MANSILHA - SOCIEDADE DE ADVOGADOS, SP, RI"
Lisboa,2/01,LISBOA,22-01-2001,sgp.advogados@sgpa.pt,"Rua Nova da Trindade, 1 - 5º. Porta S",1200-301 LISBOA,213219900,213429787,,"STERNBERG, GALAMBA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Lisboa,48/02,LISBOA,18-06-2002,tca@tc-advogados.pt,"Av Engenheiro Duarte Pacheco, Torre 2, Piso 4, sala 4",1070-102 LISBOA,213825820,213825821,,"TAVARES DE CARVALHO & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,40/16,LISBOA,29-11-2016,joao.teives-14761l@advogados.oa.pt,"Rua dos Sapateiros, 39 - 1º esq",1100-576 LISBOA,213403400,213403409,,"TEIVES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,74/03,CASCAIS,24-11-2003,ptc.cpl@netcabo.pt,"Av. do Ultramar, 15 - 1º.  E/F",2750-506 CASCAIS,214818704,214818706,,"TEIXEIRA DA COSTA, JOSÉ RIBEIRO, PAULO BRANDÃO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,65/93,LISBOA,29-12-1993,lawfirm@tfra.pt,"Avª. da República, 32 - 4º. Esqº.",1050-193 LISBOA,217815660,217815679,,"TEIXEIRA DE FREITAS, RODRIGUES  E ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,19/13,LISBOA,08-03-2013,vt-15245l@adv.oa.pt,"Travessa das Mónicas, 63 R/C",1100-359 LISBOA,,,,"TEIXEIRA, SILVA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Lisboa,58/06,LISBOA,21-07-2006,tma@tma-advogados.pt,"Av. da Liberdade, 9 - 5º.",1750-139 LISBOA,217615510,217615519,,"TENREIRO MARTINS, TOMÁS & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,85/09,LISBOA,16-10-2009,geral@tmladvogados.com,"Avenida dos Estados Unidos da América, n.º 81 - 10º dto",1700-166 LISBOA,213018194,213018194,,"TERESA MENDES & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,60/05,LISBOA,08-11-2005,tpa@tpalaw.pt,"Av Almirante Gago Coutinho, n.º 96",1700-031 LISBOA,217981030,217981038,,"TERESA PATRÍCIO & ASSOCIADOS  -SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,40/00,LISBOA,19-09-2000,tm_associados-5376l@adv.oa.pt,"Rua Marquês de Tomar,  81 - 1º. Esq.",1050-154 LISBOA,217827620,217975180,,THEMUDO MARTINS E ASSOCIADOS - SOCIEDADE DE ADVOGADOS
Lisboa,20/99,LISBOA,31-03-1999,tf.ro.advogados@mail.telepac.pt,"Avenida Sidónio Pais, n.º 24, R/C, Esq.",1050-215 LISBOA,213831697,213876706,,TORGAL FERREIRA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,59/03,LISBOA,10-09-2003,info@tcalaw.net,"R. António Pereira Carrilho, 38 - 4º.",1000-047 LISBOA,218444200,218444209,,"TOSCANELLI, COTRIM & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Lisboa,12/19,LISBOA,26-03-2019,cr@tzlaw.pt,"Rua Domingos Sequeira, n.º 27, 3H",1350-119 LISBOA,211227056,,,"TR - THEODORO, REBOLO & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,61/14,LISBOA,20-11-2014,albuquerque@taa.pt,"Rua Joaquim António Aguiar, 45 - 4º esq",1070-150 LISBOA,,,,"TRAVASSOS, ALBUQUERQUE & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,96/09,LISBOA,02-12-2009,tulio@mail.telepac.pt,"Prª. José Fontana, 11 - 6º. drtº.",1050-129 LISBOA,213162987,213150657,,"TÚLIO M. ARAÚJO, CRISTINA CASTRO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Lisboa,60/06,CASCAIS,26-07-2006,upp@centraloffice-advogados.com,"Av. Engº. Adelino Amaro da Costa, Edfº. Central  - Office, 2º. Piso - Escritório  11",2750-277 CASCAIS,214845283,214818870,,"UMBERTO PACHECO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,01/02,LISBOA,08-02-2002,lisboa@uria.com,"Praça Marquês de Pombal, 12",1250-162 LISBOA,210308601/213885125,213114301/210920110,,URÍA MENÉNDEZ ABOGADOS SLP-SUCURSAL  EM PORTUGAL
Lisboa,58/01,LISBOA,13-11-2001,vca@valadascoriel.com,"Rua Tierno Galvan, n.º 10, torre 3, 16º andar",1070-274 LISBOA,213460106,213461464,,"VALADAS CORIEL, MARTINS BRAZ & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,42/05,LISBOA,08-08-2005,geral@acm-advogados.pt,"Rua Nova dos Mercadores, n.º 22, r/c esq.",1990-180 LISBOA,213567090,213567099,,"VALE DE ANDRADE & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,50/19,LISBOA,19-12-2019,jpv@vva.pt,"Rua Latino Coelho, n.º 87",1050-134 LISBOA,918738222,,,"VALENTE, VEIGA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,1/07,LISBOA,03-01-2007,geral@vpsm.eu,"Rua Xavier de Araújo, n.º 10, Galeria - Piso 1, Escritório 5",1600-226 LISBOA,213528919,213534965,,"VALENTIM RAMALHO RODRIGUES, PADREL DE OLIVEIRA, BARBEIRA DOS SANTOS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,9/17,LISBOA,24-02-2017,paulovalerio-51299L@adv.oa.pt,"Rua da Misericórdia, n.º 17 - 2º direito",1200-270 LISBOA,213566400,,,"VALÉRIO, FIGUEIREDO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,35/95,LISBOA,20-09-1995,advogados@varela-matos-associados.pt,"Rua do Conde de Redondo, n.º 64",1150-108 LISBOA,213173850,213173859,,VARELA DE MATOS & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,16/15,CASCAIS,23-03-2015,geral@vsv-a.com,"Rua José Carvalho de Araújo, n.º 262, Edificio Regata, 3º piso, esc. 20",2750-396 CASCAIS,214847224,214847225,,"VASCO SOARES DA VEIGA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Lisboa,42/11,LISBOA,18-07-2011,advogados@vasconcellos.pt,"R Joaquim António de Aguiar, 71 - 3º esq.",1070-151 LISBOA,213977971,213953529,,"VASCONCELOS E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Lisboa,24/04,LISBOA,09-06-2004,c.estanqueiro-15695l@adv.oa.pt,"Av. António Augusto de Aguiar, 148 - 4º.  A",1050-021 LISBOA,213716700,213850590,,"VASCONCELOS FERREIRA, SERRAZINA GOMES E ESTANQUEIRO - SOCIEDADE DE ADVOGADOS, RL"
Lisboa,43/14,LISBOA,24-07-2014,lvs-6782l@adv.oa.pt,"Av Alvares Cabral, 84 - 2º",1250-018 LISBOA,,,,"Vasconcelos Salgado, Isabel Meireles & Associados, Sociedade de Advogados, SP, RL"
Lisboa,11/12,LISBOA,26-03-2012,ines.arruda-19488l@adv.oa.pt,"Rua Joshua Benoliel, n.º 6 - 7 A",1250-133 LISBOA,,,,"VASCONCELOS, ARRUDA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Lisboa,8/19,LISBOA,11-02-2019,pvm@vazmendes.pt,"Rua Xavier de Araújo, n.º 10, piso 1, escr. 13",1600-226 LISBOA,,,912185110,"VAZ MENDES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS SP, RL"
Lisboa,27/22,LISBOA,15-07-2022,miguel.eiro-3082l@adv.oa.pt,"Av. Fontes Pereira de Melo, n.º 15 - 7º andar",1050-115 LISBOA,217203040,213880051,,"Vaz Serra, Correia Moniz & Associados - Sociedade de Advogados, SP, RL"
Lisboa,26/08,LISBOA,04-04-2008,ferro.jacinto@.pt,"Av. de Roma, 48 - 1º.  F",1700-341 LISBOA,218437490,218437497,,"VEIGA FERRO, MARGARIDA JACINTO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Lisboa,66/06,LISBOA,31-08-2006,geral@velosadasilva.com,"Rua Andrade Corvo, 29 - 4º",1050-008 LISBOA,213174159,213161200,,"VELOSA DA SILVA E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,18/16,LISBOA,21-04-2016,jmv@allislaw.pt,"Rua do Crucifixo, 68 - 2º",1100-184 LISBOA,213421504,213426081,,"VENCES, RYAN & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,16/11,LISBOA,03-03-2011,advogados@cammp.pt,"Avenida Barbosa du Bocage, n.º 87 - 5º",1050-030 LISBOA,217653990,217653999,,"VERTICAL ADVOGADOS, SP RL"
Lisboa,77/03,LISBOA,10-12-2003,victormarques-4938L@adv.oa.pt,"Av. Duque de Loulé, Nº 22, 2º",1050-090 LISBOA,213521545,213150279,,"VICTOR MARQUES E ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,65/96,LISBOA,31-12-1996,lisboa@vda.pt,"Rua Dom Luís I, 28",1200-151 LISBOA,213113400,213548939,,VIEIRA DE ALMEIDA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS SP RL
Lisboa,31/00,LISBOA,12-07-2000,master@vfadvogados.pt,"Cais da Rocha de Conde D’Óbidos, Armazém 114, Estúdio 3",1350-352 LISBOA,218429920,218429939,,VIEIRA FONSECA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,15/18,LISBOA,29-03-2018,vieiramesquita-13594l@adv.oa.pt,"Av 5 de Outubro, 70 - 6º",1050-059 LISBOA,,,,"VIEIRA MESQUITA, ZENÓGLIO DE OLIVEIRA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS SP, RL"
Lisboa,46/09,LISBOA,08-05-2009,fv@vieiracostagomes.pt,"Av. Miguel Bombarda, 36 - 5º B",1050-165 LISBOA,,,,"VIEIRA, COSTA GOMES-SOCIEDADE DE ADVOGADOS RL"
Lisboa,69/05,ODIVELAS,12-12-2005,vsoassociados@hotmail.com,"R. Heróis do Ultramar, 24  r/c  esqº.",2675-489 ODIVELAS,219327008,219339313,,"VIEIRA, SIMÃO E OLIVEIRA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Lisboa,13/92,LISBOA,26-02-1992,vda@vdaadv.pt,"Av. Fontes Pereira de Melo, 15 - 3º. Drtº.",1050-115 LISBOA,213118520,213118529,,"VILALONGA DURÃO & AMADO - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,6/95,LISBOA,21-02-1995,v.a@villalobosadv.com,"Rua Tierno Galvan, Torre 3,  412 - 4º.",1070-274 LISBOA,213813170,213850658,,VILLALOBOS & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,18/09,SINTRA,20-02-2009,psacotodeoliveira-20131l@adv.oa.pt,"Beloura Office Park, Rua do Centro Empresarial, Edifício Escritórios 2, Piso 1, Escritório 10",2710-693 SINTRA,217921180,217921181,,"VIRGÍLIO, MIRA, SACOTO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,47/07,LISBOA,12-10-2007,geral@vitalinocanas.pt,"Campo Grande, n.º 35 - 11º E",1700-087 LISBOA,213822270,213822279,,"VITALINO CANAS E ASSOCIADOS, ADVOGADOS, SP, RL"
Lisboa,29/10,CHARNECA DA CAPARICA,15-03-2010,vitor.albuquerque-10314l@adv.oa.pt,"R. António Andrade, 1160 - A   Charneca da  - Caparica",2820-435 CHARNECA DA CAPARICA,210962371,210962371,,VÍTOR ALBUQUERQUE & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Lisboa,40/14,LISBOA,14-07-2014,vitor.silva@vcs-advogados.com,"Campo Grande, 28 - 3º C",1700-093 LISBOA,217975486,218432423,,"VITOR COELHO SILVA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Lisboa,34/04,LISBOA,20-07-2004,lisboadvocatus@mail.telepac.pt,"Campo Grande, 28 - 7º D",1700-093 LISBOA,213143186,213536709,,"VITOR MARQUES MOREIRA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,28/18,LISBOA,27-06-2018,verapereira-21352l@adv.oa.pt,"Rua Projectada à Matinha, prédio A - 1º B",1950-327 LISBOA,211387417,,,"VPA - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,44/19,LISBOA,30-09-2019,vitorparibeiro@gmail.com," Av. Defensores de Chaves, n.º 56 - 1º dto.",1000-121 LISBOA,217972076,217972076,,"VPR & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,20/17,LISBOA,25-05-2017,alexandravcorreia-21804l@adv.oa.pt ,"Av António Augusto de Aguiar, n.º 13 - 5º esq.",1050-010 LISBOA,,,,"VVOC - VAZ, CORREIA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Lisboa,61/09,LISBOA,14-07-2009,heliawanzeller-13666l@adv.oa.pt,"Rua de S. Nicolau, n.º 121 - 2º andar",1100-548 LISBOA,217950142,217959035,,WANZELLER & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Faro,5/18,ALMANCIL,29-01-2018,mario.monteiro-9733l@advogados.oa.pt,"Rua Cristóvão Pires Norte, edf Brito, 1º D e E",8135-117 ALMANCIL,289352420,289352429,,"A. M. - ALMEIDA MONTEIRO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,12/18,FARO,15-03-2018,dinasousa-264f@adv.oa.pt,"Rua Cidade de Bolama, 7 r/c esq. loja C",8000-249 FARO,289880540,,,"AG & DS - SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,47/09,FARO,08-05-2009,cristinaraposo-35f@advogados.oa.pt,"Av.  5  de Outubro, 28 - 1º. drtº.",8000-076 FARO,289821164,289821171,,"ALEXANDRA PALMEIRO FEIJÃO, CRISTINA RAPOSO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,30/02,ALMANCIL,02-04-2002,info@almancillawyer.com,"Av. 5 de Outubro, 105 - 2º, Loja 13/14",8135-100 ALMANCIL,289397449,289397279,,"ALICE VALENTE & FÁTIMA GALVÃO & ASSOCIADOS,  SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,12/09,VILAMOURA,02-02-2009,ac@alvescaetano.com,"Caminho do Cuco, lt.  32  A",8125-423 VILAMOURA,289315431,289315432,,"ALVES CAETANO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,48/90,ALBUFEIRA,12-12-1990,amealex@mail.telepac.pt,Edifício Altis - 3º. Q      Rua do Índico -  - Cerro Alagoa,8200-139 ALBUFEIRA,289586888,289586431,,"ANTÓNIO MARANTE, MATILDE FERREIRA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,55/07,FARO,06-12-2007,catarina.poco@apc-advogados.pt,"R. de Portugal, 2 - 3º.",8000-281 FARO,289805457,289805459,,"APC-ÁLVARO CAFÉ, JOÃO VIDAL, AFONSO CAFÉ, CATARINA POÇO - SOCIEDADE DE ADVOGADOS RL"
Faro,40/22,ALBUFEIRA,09-11-2022,diana.bandeira@dlawyers.pt/ sergio.dinis@dlawyers.pt,"Avenida 12 de Julho, Edifício Vale Serves, Fração A",8200-559 ALBUFEIRA,,,919626996/912283159,"Avelar Bandeira & Mesquita Dinis – Sociedade de Advogados, SP, RL"
Faro,2/80,ALMANCIL,12-11-1980,sulexduarte@gmail.com,"Centro de Serviços Valverde, Vale do Lobo,  - Ferrarias",8135-018 ALMANCIL,289396489,289396768,,BERNARDINO DUARTE E ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Faro,03/07,ALBUFEIRA,20-12-2007,portugal@caracuel-abogados.com,"Quinta da Correeira/Edfº. Sirius, lt. 49  Loja 8  Bloco  C",8200-112 ALBUFEIRA,289589971,289586615,,"CARACUEL ABOGADOS, S. L.-SUCURSAL EM PORTUGAL"
Faro,36/09,LAGOS,31-03-2009,crp.advogados@gmail.com,"Praceta António Henrique Balté, lt.  27  c/v",8600-527 LAGOS,28208544,282085844,,"CARLA REIS MARTINS, ROBERTO ROSA, MIGUEL PINHEIRO, JOÃO CARLOS PINTO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Faro,9/04,LOULÉ,12-04-2004,casimiro.bombarda-194f@adv.oa.pt,"Praça da República, 15 - 2º.",8100-270 LOULÉ,289417965,289432290,,"CASIMIRO BOMBARDA, PAULA DIAS & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RI"
Faro,33/01,ALBUFEIRA,28-08-2001,damasio-brazao-588e@adv.oa.pt,"R. Bartolomeu Dias, lote 11 A  r/c  dtrº.   - Fracção C   Cerro da Alagoa",8200-096 ALBUFEIRA,289586133,289541982,,DAMÁSIO BRAZÃO & HELENA ALMEIDA-SOCIEDADE DE ADVOGADOS RL
Faro,18/18,PORTIMÃO,20-04-2018,daniela.martins-487f@adv.oa.pt,"Rua 5 de Outubro, 17 - 1º esq.",8500-581 PORTIMÃO,282476305,282423295,,"DMCT - ADVOGADOS, SP, RL"
Faro,46/17,PORTIMÃO,16-11-2017,geral@dmladvogados.pt,"Largo Heliodoro Salgado, n.º 8",8500-537 PORTIMÃO,,,,"DML - SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,22/90,ALBUFEIRA,19-04-1990,soc.advogados@domingos.pires.pt,"Rua do M.F.A., 115 / Aptº. 2082",8200-915 ALBUFEIRA,289580840,289580848,,DOMINGOS PIRES E ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL
Faro,33/21,FARO,12-07-2021,geral@farlegal.pt,"Avenida 5 de Outubro, n.º 5 B",8000-077 FARO,289823655,289823655,,"FAR, SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,29/02,ESTÓI,01-04-2002,rm.fs.advogados@oninet.pt,"R. do Pé da Cruz, 19",8000-670 ESTÓI,289997846,289997854,,"FÁTIMA SANTOS E RUI MADEIRA - ADVOGADOS, SP, RI"
Faro,13/91,PORTIMÃO,06-02-1991,geral@algarvelaw.pt,"Rua 5 de Outubro,  14",8500-581 PORTIMÃO,282414979,282414980,,"FCG - SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,27/09,ALBUFEIRA,19-03-2009,annabelfernandes@fb-lawfirm.com.pt,"Quinta da Correeira, Rua Sofhia de Mello  - Breyner, Lote 45, Bloco A, Loja A",8200-112 ALBUFEIRA,,282310708,918713853,"FERNANDES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,28/89,ALBUFEIRA,14-06-1989,advogalgarve@cam-advogados.pt,"Avª. da Liberdade, 93 - 2º. Apartado  2235",8200-002 ALBUFEIRA,289586447,289588160,,"FERNANDO ANASTÁCIO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,6/22,PORTIMÃO,07-02-2022,geral@ftladvogados.pt,"Rua 5 de Outubro, n.º 17 – 2º esquerdo",8500-581 PORTIMÃO,282422437,282498319,,"FTL ADVOGADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,65/14,FARO,16-12-2014,maria.isabel.bernardo-741e@advogados.oa.pt,"Rua de Portugal, 32",8000-281 FARO,289806983,289805436,,"ISABEL BERNARDO & LUÍSA SOARES - SOCIEDADE DE ADVOGADOS, RL"
Faro,32/20,FARO,06-11-2020,ibelchiordias-50621F@adv.oa.pt,"Av. 5 de Outubro, n.º 32",8000-076 FARO,289887140,,,"IVO BELCHIOR DIAS & MARISA MENDONÇA - SOCIEDADE DE ADVOGADOS SP, RL"
Faro,67/01,LAGOA,10-12-2001,jpslaw@jpslaw.com.pt,"Largo 5 de Outubro, 9 - 10  1º.   Apartº. 186",8401-903 LAGOA,282340250,282340259,,"J. PLÁCIDO SANTOS & ASSOCIADOS - ADVOGADOS, SP, RL"
Faro,10/88,FARO,15-09-1988,jose.teixeira-47e@advogados.oa.pt,"R. Eça de Queiroz, 2  r/c",8000-427 FARO,289822016,289801339,,"JOSÉ  TEIXEIRA, M. FERNANDES BARROS & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Faro,18/03,FARO,12-03-2003,geral@jla-advogados.com,"Av. 5 de Outubro, 28 - 1º. esqº.",8000-076 FARO,289812589,289812591,,"JOSÉ LEIRIA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,2/00,TAVIRA,05-01-2000,geral@ltcfadvogados.pt,"Lg. das Sete Ruas, 1  B",8800-604 TAVIRA,281325593,281326583,,LIBERTÁRIO TEIXEIRA & CRISTINA FERNANDES-SOCIEDADE DE ADVOGADOS RL
Faro,22/02,ALBUFEIRA,05-03-2002,lasr.soc.adv@iol.pt,"R. Gil Vicente,  3 r/c esqº. Apartado 2137        - CERRO DA ALAGOA",8200-916 ALBUFEIRA,289542784,289502719,,"LINA BAZELGA, ALICE FERREIRA E SÓNIA REIS-SOCIEDADE DE ADVOGADOS RL"
Faro,26/21,FARO,24-05-2021,sandracaldeira-53303f@adv.oa.pt,"Rua Ataide Oliveira, n.º 57",8000-222 FARO,289880540,289880559,,"LS - SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,57/09,LAGOS,25-06-2009,info@la-associados.pt,"Rua Dr. Francisco Sá Carneiro, 44 D - Apt 368",8600-581 LAGOS,282761449,282768171,282768271,"LUÍS AGUIAR & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,36/12,ALMANCIL,03-08-2012,luisgalvao@luisgalvao.com,"Rua Cristóvão Pires Norte, Edificio Norte, r/c A",8135-177 ALMANCIL,289351420,289351429,,"LUÍS GALVÃO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL"
Faro,13/09,ALBUFEIRA,05-02-2009,luispinto-284f@adv.oa.pt,"R. Bartolomeu Dias, lt. 7 drtº. 2º A",8200-096 ALBUFEIRA,289513730,289513730,,"LUÍS PINTO & SANDRA ALMEIDA  -SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,11/02,QUARTEIRA,23-01-2002,mpavadv@gmail.com,"Avª. João Meireles, Edifício Atrium, Escritório  - A - 1 Vilamoura",8125-406 QUARTEIRA,289312933,289312917,,"MANUEL PEREIRA & ÂNGELA VENTOSA-SOCIEDADE DE ADVOGADOS, RESPONSABILIDADE LIMITADA "
Faro,5/12,PORTIMÃO,24-02-2012,mail@ra-lawoffice.com,"Praça da República, n.º 13 - 1º drt.",8500-540 PORTIMÃO,282432570,282432754,,"MASCARENHAS, AMORES & ASSOCIADOS, ADVOGADOS, SOCIEDADE DE PROFISSIONAIS, RL"
Faro,49/17,ALMANCIL,07-12-2017,jnmestre-56486L@adv.oa.pt,"Av José dos Santos Faria, Bloco B, 1º esq.",8135-167 ALMANCIL,,,,"MATLAW - MESTRE, ASSOCIATE LAWYERS, SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,23/01,FARO,12-06-2001,j.m.morais-503e@adv.oa.pt,"Rua João de Deus, 26",8000-368 FARO,289862322,289829139,,MMG - SOCIEDADE DE ADVOGADOS SP RL
Faro,4/02,ALMANCIL,03-01-2002,soc.@oa.pt,"Av. 5 de Outubro, 244 - 1º. Apartado 3331",8135-103 ALMANCIL,289359230,289359239,,"NÉLIA FAÍSCA, EURICO ALVES & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL"
Faro,43/22,OLHÃO,21-11-2022,norma.farroba@gmail.com,"Avenida da República, n.º 202, B",8700-310 OLHÃO,289093900,,,"NORMA FARROBA - SOCIEDADE DE ADVOGADOS SP, RL"
Faro,16/18,ALBUFEIRA,29-03-2018,hpalhota.simoes-55350F@adv.oa.pt,"Estrada de santa Eulália, Edf Coral, Loja 13",8200-381 ALBUFEIRA,289 585 037,,,"PALHOTA SIMÕES & PIRES - SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,17/04,LOULÉ,22-04-2004,info@lexserv.pt,"R. Dom Paio Peres Correia, 31  Apartado 172",8100-910 LOULÉ,289410280,289415050,,"PINA AMENDOEIRA E ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,39/07,PORTIMÃO,24-09-2007,geral@ap.com,"Quinta do Bispo / Edfº. Crisfer, 1º.  Apartº.  105",8500-729 PORTIMÃO,282422482,282482781,,"PISCARRETA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,22/21,PORTIMÃO,17-05-2021,ritacardosoadvogados@gmail.com,"Rua Quinta do Bispo, n.º 31",8500-729 PORTIMÃO,282483072,,,"RITA CARDOSO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,48/21,TAVIRA,08-11-2021,ruihorta-195f@adv.oa.pt,"Rua 1º de Maio, n.º 9",8800-360 TAVIRA,281325635,281325612,,"RMN - RUI HORTA, MARISA FERNANDES, NUNO VIEGAS GONÇALVES - SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,31/18,FARO,16-07-2018,mgc-50620F@adv.oa.pt,"Rua Rebelo da Silva, 32 B",8000-418 FARO,289803010,289803333,,"SERUCA SALGADO, GARCIA E COSTA - SOCIEDADE DE ADVOGADOS SP, RL"
Faro,29/19,ALMANCIL,23-07-2019,info@antunesguerreirocruz.com,"Rua Manuel dos Santos Vaquinhas, n.º 124, Loja B",8135-173 ALMANCIL,289827652,,,"SOUSA ANTUNES & GUERREIRO - SOCIEDADE DE ADVOGADOS, SP, RL"
Faro,89/09,VILAMOURA,05-11-2009,geral@sdq-lawyers.com,"Av. da Marina,  Edfº.  Vila Lusa,  lt. 1  B   - Loja  6",8125-401 VILAMOURA,289321010,289321057,,"SUSANA DE QUEIRÓS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL"
